epoch,accuracy,loss,val_accuracy,val_loss
0,0.9186813235282898,0.2175828218460083,0.9561403393745422,0.16716261208057404
1,0.9780219793319702,0.05936067923903465,0.9561403393745422,0.15103505551815033
2,0.9846153855323792,0.038714900612831116,0.9649122953414917,0.12476911395788193
3,0.9934065937995911,0.024013178423047066,0.9561403393745422,0.18970775604248047
4,0.9934065937995911,0.017050672322511673,0.9561403393745422,0.16934317350387573
