epoch,accuracy,loss,val_accuracy,val_loss
0,0.8615384697914124,0.3857783079147339,0.9385964870452881,0.22794196009635925
1,0.9560439586639404,0.11662831902503967,0.9473684430122375,0.14233708381652832
2,0.9802197813987732,0.06543191522359848,0.9561403393745422,0.13660036027431488
3,0.9846153855323792,0.051396679133176804,0.9561403393745422,0.13951686024665833
4,0.9846153855323792,0.04287869110703468,0.9561403393745422,0.14051249623298645
