epoch,accuracy,loss,val_accuracy,val_loss
0,0.6241758465766907,0.7552804350852966,0.7631579041481018,0.6729178428649902
1,0.7824175953865051,0.6013633608818054,0.8421052694320679,0.5400266647338867
2,0.8219780325889587,0.4902738332748413,0.859649121761322,0.45403414964675903
3,0.8615384697914124,0.40997231006622314,0.8947368264198303,0.39515605568885803
4,0.8857142925262451,0.35022562742233276,0.9122806787490845,0.3482277989387512
