epoch,accuracy,loss,val_accuracy,val_loss
0,0.7494505643844604,0.6178871989250183,0.8684210777282715,0.4417964518070221
1,0.901098906993866,0.34371742606163025,0.9385964870452881,0.30319830775260925
2,0.9428571462631226,0.22760403156280518,0.9561403393745422,0.22997210919857025
3,0.9516483545303345,0.16098937392234802,0.9561403393745422,0.17952294647693634
4,0.9626373648643494,0.1211182251572609,0.9385964870452881,0.15253379940986633
